Announcement Date,Parent Company,Company,Facility Name,Phase,City,State,Manufacturing Focus,Component Category,EV/Battery Production,Announcement Effective Year,Existing Union?,Announced EV Investment,Announced EV Jobs,Congressional District,30D Eligible (Defunct),Federal Funding Received,Federal Program,Source,Address,latitude,longitude
2/1/20,Workhorse,Workhorse,Motiv Stockton Plant,Original,Stockton,CA,Medium-Duty (Class 3-6),Vehicle Assembly,Operational,2020,No Evidence,NA,NA,CA09,No Evidence,$0,None,https://www.worktruckonline.com/351256/motiv-opens-3rd-california-facility,"Motiv Stockton Plant, Stockton, CA",37.957541,-121.292451
1/29/20,BorgWarner,BorgWarner,Kokomo Production Plant,Original,Kokomo,IN,Parts,Power Electronics,Operational,NA,No Evidence,NA,NA,IN05,No Evidence,$0,None,https://www.kokomotribune.com/news/local_news/auto-experts-optimistic-about-borgwarner-acquiring-kokomos-delphi-facility/article_86a99298-42e9-11ea-b3b3-6b163989f082.html,"Kokomo Production Plant, Kokomo, IN",31.1974,-90.00286
1/27/20,General Motors,General Motors,Factory ZERO Detroit-Hamtramck Assembly Center,Original,Detroit,MI,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2021,Good Evidence,"$2,200,000,000",2200,MI13,No Evidence,$0,None,https://www.fox2detroit.com/news/gm-investing-2-2-billion-in-detroit-hamtramck-plant-creating-2200-jobs,"Factory ZERO Detroit-Hamtramck Assembly Center, Detroit, MI",42.378363,-83.04687
1/23/20,Xos Trucks,Xos Trucks,Fitzgerald Tennessee Manufacturing Facility,Original,Byrdstown,TN,Multiple Classes,Vehicle Assembly,Operational,2020,No Evidence,NA,300,TN06,No Evidence,$0,None,https://www.businessfleet.com/349446/how-a-fleet-operator-builds-an-electric-truck,"Fitzgerald Tennessee Manufacturing Facility, Byrdstown, TN",36.578648,-85.136557
1/22/20,Enchem,Enchem,US Headquarters and Electrolyte Manufacturing Plant,Original,Commerce,GA,Batteries,Electrolytes and Electrolyte Inputs,Operational,2021,No Evidence,"$30,675,000",150,GA10,No Evidence,$0,None,https://gov.georgia.gov/press-releases/2020-01-22/enchem-build-two-facilities-jackson-county-create-300-jobs,"US Headquarters and Electrolyte Manufacturing Plant, Commerce, GA",34.203323,-83.457438
1/15/20,Geely,Volvo Cars,South Carolina Car Factory,Original,Ridgeville,SC,Batteries,Packs,Operational,2023,No Evidence,"$300,000,000",750,SC01,No Evidence,$0,None,"https://www.assemblymag.com/articles/95410-volvo-building-us-battery-assembly-plant#:~:text=RIDGEVILLE%2C%20SC%20%E2%80%94%20Volvo%20will%20build,line%20and%20Volvo%20Car%20University.","South Carolina Car Factory, Ridgeville, SC",34.920567,-81.996745
1/13/20,Geely,Volvo Cars,South Carolina Car Factory,Original,Ridgeville,SC,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2023,No Evidence,"$300,000,000",750,SC01,No Evidence,$0,None,"https://www.assemblymag.com/articles/95410-volvo-building-us-battery-assembly-plant#:~:text=RIDGEVILLE%2C%20SC%20%E2%80%94%20Volvo%20will%20build,line%20and%20Volvo%20Car%20University.","South Carolina Car Factory, Ridgeville, SC",34.920567,-81.996745
1/1/20,Stellantis,Stellantis,Toledo Assembly North Complex,Original,Toledo,OH,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2020,Good Evidence,"$160,000,000",100,OH09,Good Evidence,$0,None,https://www.toledoblade.com/business/development/2019/12/04/fiat-chrysler-invest-285-million-into-toledo-plants-uaw-new-jobs-expected/stories/20191204133,"Toledo Assembly North Complex, Toledo, OH",41.698618,-83.521458
12/13/19,Xerion,Xerion,Dayton Cell Production Facility,Original,Vandalia,OH,Batteries,Cells; Packs,Planned,NA,No Evidence,NA,NA,OH10,No Evidence,$0,None,https://www.daytondailynews.com/business/battery-maker-plans-21m-investment-vandalia-plant/IUA02IZGPUBy1m3pKZUUeM/,"Dayton Cell Production Facility, Vandalia, OH",39.890818,-84.198663
12/9/19,Nu Ride,Lordstown Motors,Lordstown Assembly,Original,Lordstown,OH,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2022,No Evidence,"$40,000,000",450,OH14,No Evidence,$0,None,https://www.freep.com/story/money/cars/general-motors/2019/12/09/gm-lordstown-loan-buy-back-option/2629106001/,"Lordstown Assembly, Lordstown, OH",41.1659182,-80.857251
12/9/19,Nu Ride,Lordstown Motors,Lordstown Assembly,Update,Lordstown,OH,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2022,No Evidence,"($40,000,000)",-450,OH14,No Evidence,$0,None,https://investor.lordstownmotors.com/news-releases/news-release-details/lordstown-motors-announces-strategic-restructuring-process,"Lordstown Assembly, Lordstown, OH",41.1659182,-80.857251
12/5/19,General Motors,General Motors,Ultium Cells Warren (JV),Original,Lordstown,OH,Batteries,Cells,Operational,2022,Good Evidence,"$1,150,000,000",550,OH14,No Evidence,"$416,666,667",Loan Programs Office (LPO),https://governor.ohio.gov/media/news-and-media/dewine-husted-announce-1100-jobs-coming-to-northeast-ohio,"Ultium Cells Warren (JV), Lordstown, OH",41.152153,-80.863677
12/5/19,LG Corporation,LG Energy Solution,Ultium Cells Warren (JV),Original,Lordstown,OH,Batteries,Cells,Operational,2022,Good Evidence,"$1,150,000,000",550,OH14,No Evidence,"$416,666,667",Loan Programs Office (LPO),https://governor.ohio.gov/media/news-and-media/dewine-husted-announce-1100-jobs-coming-to-northeast-ohio,"Ultium Cells Warren (JV), Lordstown, OH",41.152153,-80.863677
11/13/19,Volkswagen Group,Volkswagen,Chattanooga Plant,Original,Chattanooga,TN,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2022,Good Evidence,"$800,000,000",1000,TN03,Good Evidence,$0,None,https://media.vw.com/en-us/releases/1227,"Chattanooga Plant, Chattanooga, TN",35.0766371,-85.1288686
10/29/19,Rio Tinto,Arcadium Lithium,Bessemer City Manufacturing Plant,Original,Bessemer City,NC,Minerals,Lithium,Operational,2022,No Evidence,"$18,000,000",270,NC10,No Evidence,$0,None,https://ir.arcadiumlithium.com/investors/news/news-details/2019/Livent-Hosts-Groundbreaking-Ceremony-for-Construction-of-Additional-Lithium-Hydroxide-Production-Facilities-in-Bessemer-City-North-Carolina-10-29-2019/,"Bessemer City Manufacturing Plant, Bessemer City, NC",35.284737,-81.283913
10/27/19,Dana,Dana,Columbia Facility,Original,Columbia,MO,Parts,Power Electronics,Operational,NA,Good Evidence,NA,NA,MO03,No Evidence,$0,None,https://www.dana.com/contact/locations/,"Columbia Facility, Columbia, MO",38.951551,-92.328594
10/27/19,Dana,Dana,Fort Wayne Facility,Original,Fort Wayne,IN,Parts,Power Electronics,Operational,NA,Good Evidence,NA,NA,IN03,No Evidence,$0,None,https://www.dana.com/contact/locations/,"Fort Wayne Facility, Fort Wayne, IN",40.989807,-85.183807
10/27/19,Dana,Dana,Global HQ,Original,Maumee,OH,Parts,Power Electronics,Operational,NA,No Evidence,NA,NA,OH09,No Evidence,$0,None,https://www.dana.com/contact/locations/,"Global HQ, Maumee, OH",41.565292,-83.653069
10/27/19,Dana,Dana,Robinson Facility,Original,Robinson,IL,Parts,Power Electronics,Operational,NA,Some Evidence,NA,NA,IL12,No Evidence,$0,None,https://www.dana.com/contact/locations/,"Robinson Facility, Robinson, IL",39.005426,-87.724172
10/27/19,Dana,Dana,Sterling Facility,Original,Sterling,IL,Parts,Power Electronics,Operational,NA,Good Evidence,NA,NA,IL17,No Evidence,$0,None,https://www.dana.com/contact/locations/,"Sterling Facility, Sterling, IL",41.790467,-89.714988
10/16/19,Workhorse,Workhorse,Motiv Detroit Manufacturing Plant,Original,Novi,MI,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,NA,No Evidence,NA,NA,MI06,No Evidence,$0,None,https://www.motivps.com/news/californias-motiv-power-systems-secures-60m-investment-to-establish-detroit-operations/,"Motiv Detroit Manufacturing Plant, Novi, MI",42.466585,-83.474698
10/14/19,Volvo Group,Nova Bus,Nova Bus Plattsburgh Plant,Original,Plattsburgh,NY,Heavy-Duty (Class 7-8),Vehicle Assembly,Canceled,2022,No Evidence,NA,NA,NY21,No Evidence,$0,None,https://www.prnewswire.com/news-releases/nova-bus-introduces-the-lfse-a-new-long-range-electric-bus-with-dual-charging-options-300937821.html,"Nova Bus Plattsburgh Plant, Plattsburgh, NY",44.69833,-73.44806
9/25/19,Lithium Americas,Lithium Nevada,Thacker Pass (JV),Original,NA,NV,Minerals,Lithium,Under Construction,NA,No Evidence,"$25,000,000",NA,NA,No Evidence,NA,Loan Programs Office (LPO),https://www.globenewswire.com/news-release/2019/09/25/1920483/0/en/Lithium-Americas-Provides-Update-on-the-Thacker-Pass-Lithium-Project.html,"Thacker Pass (JV), NA, NV",41.6999,-118.07293
9/20/19,Exicom,Tritium,E-Mobility Innovation Center,Original,Torrance,CA,EV Charging,Charging Units,Operational,2019,No Evidence,NA,25,CA44,No Evidence,$0,None,https://tritiumcharging.com/tritium-opens-facility-in-los-angeles/,"E-Mobility Innovation Center, Torrance, CA",33.8363301,-118.3400381
9/19/19,Volkswagen Group,Navistar,San Antonio Manufacturing Plant,Original,San Antonio,TX,Multiple Classes,Vehicle Assembly,Operational,2022,No Evidence,NA,NA,TX28,No Evidence,$0,None,https://news.navistar.com/2022-03-23-Navistar-Celebrates-Grand-Opening-of-its-Benchmark-San-Antonio-Manufacturing-Plant,"San Antonio Manufacturing Plant, San Antonio, TX",29.356265,-98.527503
7/26/19,BMW Group,BMW,Plant Spartanburg,Original,Greer,SC,Batteries,Cells; Modules; Packs,Operational,2019,No Evidence,"$10,000,000",172,SC04,No Evidence,$0,None,https://www.thedetroitbureau.com/2019/07/bmw-drops-10m-to-double-battery-capacity-at-sc-plant/,"Plant Spartanburg, Greer, SC",34.898896,-82.174691
7/26/19,BMW Group,BMW,Plant Spartanburg,Original,Greer,SC,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2019,No Evidence,"$10,000,000",172,SC04,No Evidence,$0,None,https://www.thedetroitbureau.com/2019/07/bmw-drops-10m-to-double-battery-capacity-at-sc-plant/,"Plant Spartanburg, Greer, SC",34.898896,-82.174691
7/8/19,Mersen,Mersen,Graftech Graphite Production Facility,Original,Columbia,TN,Minerals,Graphite,Operational,2023,Good Evidence,"$33,600,000",NA,TN05,No Evidence,$0,None,https://www.mersen.us/news/mersen-acquisition-specialty-graphite-production-capacity,"Graftech Graphite Production Facility, Columbia, TN",35.616214,-87.048754
6/28/19,Volvo Group,Volvo Trucks,New River Valley Manufacturing Plant,Original,Dublin,VA,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,2021,Good Evidence,NA,NA,VA09,No Evidence,$0,None,https://www.governor.virginia.gov/newsroom/all-releases/2019/june/headline-841326-en.html,"New River Valley Manufacturing Plant, Dublin, VA",37.102998,-80.687331
6/25/19,BorgWarner,BorgWarner,Gigafactory 2,Original,Hazel Park,MI,Batteries,Modules,Canceled,2021,No Evidence,"$40,000,000",224,MI11,No Evidence,$0,None,https://www.michiganbusiness.org/press-releases/2019/06/business-expansions-community-revitalization-projects-around-michigan-attract-$235-million-in-investment-support-creation-of-554-jobs/,"Gigafactory 2, Hazel Park, MI",42.461387,-83.103989
6/24/19,Ford Motor Company,Ford,Chicago Assembly Plant,Original,Chicago,IL,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2019,Good Evidence,NA,NA,IL02,No Evidence,$0,None,https://corporate.ford.com/operations/locations/global-plants/chicago-assembly-plant.html,"Chicago Assembly Plant, Chicago, IL",41.666502,-87.559637
5/31/19,BMZ,BMZ,BMZ USA,Original,Virginia Beach,VA,Batteries,Packs,Operational,2019,No Evidence,"$3,000,000",50,VA02,No Evidence,$0,None,https://www.electrive.com/2019/05/31/usa-new-headquarters-for-bmz-in-virginia-beach/,"BMZ USA, Virginia Beach, VA",36.8451268,-75.9754369
5/17/19,Cummins,Cummins,Cummins Columbus Engine Plant,Original,Columbus,IN,Parts,Electric Powertrains,Operational,2021,Good Evidence,"$30,000,000",75,IN06,No Evidence,NA,Domestic Manufacturing Conversion Grant Program,https://www.therepublic.com/2019/05/17/electrifying_news_cummins_chooses_city_as_hq_for_new_business_segment/,"Cummins Columbus Engine Plant, Columbus, IN",39.130766,-85.950509
5/16/19,Tesla,Tesla,Gigafactory 2,Original,Buffalo,NY,EV Charging,Charging Units,Operational,NA,No Evidence,NA,NA,NY26,No Evidence,$0,None,https://www.cnet.com/roadshow/news/tesla-buffalo-gigafactory-supercharger-v3-energy-storage/,"Gigafactory 2, Buffalo, NY",42.85973,-78.84123
4/24/19,Daimler Truck,Western Star,Portland Truck Manufacturing Plant,Original,Portland,OR,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,2021,Good Evidence,NA,NA,OR03,No Evidence,$0,None,https://www.oregonlive.com/business/2019/04/daimler-will-convert-portland-factory-to-make-electric-trucks.html,"Portland Truck Manufacturing Plant, Portland, OR",45.568754,-122.607882
4/23/19,Allison Transmission,Allison Transmission,Oshkosh Facility,Original,Oshkosh,WI,Parts,Electric Axles,Operational,2019,Good Evidence,NA,NA,WI06,No Evidence,$0,None,https://www.prnewswire.com/news-releases/axletech-sells-electric-vehicle-systems-group-to-allison-transmission-300836011.html,"Oshkosh Facility, Oshkosh, WI",44.020796,-88.540014
4/15/19,Piedmont Lithium,Piedmont Lithium,Carolina Lithium Project,Original,Cherryville Township,NC,Minerals,Lithium,Planned,2027,No Evidence,"$340,000,000",72,NA,No Evidence,$0,None,https://www.gastongazette.com/story/business/economy/2019/04/15/company-wants-to-mine-for-lithium-in-gaston/5432564007/,"Carolina Lithium Project, Cherryville Township, NC",35.38847,-81.37147
3/20/19,Ford Motor Company,Ford,Flat Rock Assembly Plant,Original,Flat Rock,MI,Light-Duty (Class 1-2),Vehicle Assembly,Planned,2023,Good Evidence,NA,900,MI06,No Evidence,$0,None,https://www.freep.com/story/money/cars/ford/2019/03/20/ford-electric-car-900-jobs-detroit/3221558002/,"Flat Rock Assembly Plant, Flat Rock, MI",42.103211,-83.247573
3/18/19,Graphite One,Graphite One,Graphite Creek Processing Plant,Original,NA,AK,Minerals,Graphite,Under Construction,NA,No Evidence,NA,NA,AK,No Evidence,$0,None,https://www.graphiteoneinc.com/graphite-one-drills-16-3-metres-of-11-93-graphite-at-graphite-creek-project-alaska/,"Graphite Creek Processing Plant, NA, AK",64.808087898,-151.004157815
2/26/19,Stellantis,Stellantis,Detroit Assembly Complex - Mack Plant,Original,Detroit,MI,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2020,Good Evidence,NA,NA,MI13,Good Evidence,$0,None,https://media.fcanorthamerica.com/newsrelease.do?id=20661&mid=1,"Detroit Assembly Complex - Mack Plant, Detroit, MI",42.386243,-82.980977
2/19/19,BorgWarner,Cascadia Motion,Main Facility,Original,Wilsonville,OR,Parts,EV Motors,Operational,NA,No Evidence,NA,NA,OR06,No Evidence,$0,None,http://www.cascadiamotion.com/contact,"Main Facility, Wilsonville, OR",45.302941,-122.777992
1/16/19,Knorr-Bremse Group,Kiepe Electric,Georgia Facility,Original,Alpharetta,GA,Parts,EV Drive Systems,Operational,NA,No Evidence,NA,NA,GA06,No Evidence,$0,None,https://www.electrive.com/2019/01/16/kiepe-installs-imc-systems-on-15-electric-buses-in-ohio/,"Georgia Facility, Alpharetta, GA",34.054198,-84.272525
1/1/19,Siemens,Siemens eMobility,Wendell Facility,Original,Raleigh,NC,EV Charging,Charging Units,Operational,2019,No Evidence,NA,167,NC02,No Evidence,$0,None,https://new.siemens.com/us/en/company/press/press-releases/smart-infrastructure/siemens-advances-north-carolinas-electric-transit-efforts.html,"Wendell Facility, Raleigh, NC",35.7813033,-78.6416795
12/18/18,General Motors,General Motors,Brownstown Battery,Update,Brownstown,MI,Batteries,Packs,Operational,2018,Good Evidence,NA,-50,MI06,No Evidence,$0,None,https://www.detroitnews.com/story/business/autos/general-motors/2018/12/18/gm-laying-off-50-workers-brownstown-plant/2354625002/,"Brownstown Battery, Brownstown, MI",42.0953119,-83.233083
12/3/18,SK,SK On,Commerce Battery Plant,Original,Commerce,GA,Batteries,Cells; Modules; Packs,Operational,2022,No Evidence,"$1,670,000,000",2000,GA10,No Evidence,$0,None,https://www.businesswire.com/news/home/20181203005133/en/SK-Innovation-Announces-New-Battery-Manufacturing-Plant-in-Georgia,"Commerce Battery Plant, Commerce, GA",42.59114,-83.49077
11/30/18,GreenPower Motors,GreenPower Motors,California Facility,Original,Porterville,CA,Multiple Classes,Vehicle Assembly,Operational,2019,No Evidence,NA,NA,CA22,No Evidence,$0,None,https://greenpowermotor.com/,"California Facility, Porterville, CA",36.073039,-119.016146
11/30/18,NFI Group,New Flyer,Anniston Facility,Original,Anniston,AL,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,2019,Good Evidence,"$25,000,000",NA,AL03,No Evidence,$0,None,https://www.al.com/business/2018/11/new-flyer-opens-25-million-plant-expansion-in-anniston.html,"Anniston Facility, Anniston, AL",33.663713,-85.829793
11/27/18,Samsung,Samsung SDI,Auburn Hills Battery Manufacturing Factory #1,Original,Auburn Hills,MI,Batteries,Modules,Operational,2018,No Evidence,"$62,700,000",461,MI11,No Evidence,$0,None,https://www.freep.com/story/news/local/michigan/oakland/2018/11/27/samsung-build-electric-vehicle-battery-pack-factory/2131635002/,"Auburn Hills Battery Manufacturing Factory #1, Auburn Hills, MI",42.631248,-83.229412
10/23/18,Controlled Thermal Resources,Controlled Thermal Resources,Hell's Kitchen Lithium and Power Project,Original,NA,CA,Minerals,Lithium,Under Construction,2025,No Evidence,"$900,000,000",470,NA,No Evidence,$0,None,https://www.cthermal.com/latest-news/ctr-announce-18b-lithium-geothermal-project,"Hell's Kitchen Lithium and Power Project, NA, CA",22.31907,105.8389
8/29/18,Nikola Motors,Nikola Motors,Coolidge Multi-Product Factory 4.0,Original,Coolidge,AZ,Heavy-Duty (Class 7-8),Vehicle Assembly,Canceled,2022,No Evidence,NA,NA,AZ02,No Evidence,$0,None,https://www.prnewswire.com/news-releases/nikola-corporation-breaks-ground-on-coolidge-multi-product-factory-4-0-manufacturing-facility-301098901.html,"Coolidge Multi-Product Factory 4.0, Coolidge, AZ",32.977625,-111.521841
8/16/18,Stellantis,Stellantis,Toledo Machining Plant,Original,Toledo,OH,Parts,Power Electronics,Operational,2020,Good Evidence,"$5,000,000",25,OH09,No Evidence,$0,None,https://media.stellantisnorthamerica.com/newsrelease.do?id=20153&mid=18,"Toledo Machining Plant, Toledo, OH",41.553147,-83.544697
8/3/18,Longboard Capital Advisors,Fixx Energy,Nissan Battery Plant,Expansion 1,Smyrna,TN,Batteries,Cells,Operational,2018,No Evidence,NA,50,TN04,No Evidence,$0,None,https://www.commercialappeal.com/story/money/2018/08/03/nissan-envision-group-take-control-smyrna-battery-plant/897768002/,"Nissan Battery Plant, Smyrna, TN",35.960179642718,-86.48482150043
7/2/18,Innogy,BTC Power,Santa Ana Facility & HQ,Original,Santa Ana,CA,EV Charging,Charging Units,Operational,NA,No Evidence,NA,48,CA46,No Evidence,$0,None,https://btcpower.com/about/,"Santa Ana Facility & HQ, Santa Ana, CA",33.7761,-117.8574
4/30/18,Syrah,Syrah,Vidalia Graphite Processing Facility,Original,Vidalia,LA,Minerals,Anode Materials,Operational,2018,No Evidence,"$25,000,000",25,LA05,No Evidence,$0,None,https://www.theadvocate.com/baton_rouge/news/business/vidalia-site-selected-for-25-million-25-job-graphite-processing-facility-from-syrah-resources/article_4abb263a-4c81-11e8-9291-3f5406c5d6c1.html,"Vidalia Graphite Processing Facility, Vidalia, LA",31.569337,-91.435766
10/20/17,DRÄXLMAIER,DRÄXLMAIER,Livermore Manufacturing Facility,Original,Livermore,CA,Parts,Other Electrification Components,Operational,2017,No Evidence,NA,NA,NA,No Evidence,$0,None,https://www.draexlmaier.com/en/news/detail/new-plant-in-livermore,"Livermore Manufacturing Facility, Livermore, CA",44.07451,-71.3773
10/17/17,Exxon Mobil,Superior Graphite,Hopkinsville Graphite Plant,Original,Hopkinsville,KY,Minerals,Graphite,Operational,NA,No Evidence,NA,NA,KY01,No Evidence,$0,None,https://www.prnewswire.com/news-releases/superior-graphite-expansion-and-groundbreaking-ceremony-announcement-300538237.html,"Hopkinsville Graphite Plant, Hopkinsville, KY",36.865586,-87.488906
10/10/17,NFI Group,New Flyer,Crookston Facility,Original,Crookston,MN,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,2017,Good Evidence,NA,NA,MN07,No Evidence,$0,None,https://www.powerofmn.com/stories/building-better-buses/,"Crookston Facility, Crookston, MN",47.773789,-96.606834
10/10/17,NFI Group,New Flyer,St. Cloud Facility,Original,St Cloud,MN,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,2017,Good Evidence,NA,NA,MN06,No Evidence,$0,None,https://www.powerofmn.com/stories/building-better-buses/,"St. Cloud Facility, St Cloud, MN",45.570428,-94.165898
10/9/17,BYD,BYD,Lancaster Factory,Expansion 1,Lancaster,CA,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,2022,Good Evidence,"$53,000,000",1200,CA27,No Evidence,$0,None,https://ngtnews.com/byd-cuts-ribbon-expanded-electric-bus-factory-california,"Lancaster Factory, Lancaster, CA",40.046394,-76.296547
10/4/17,Magnis Energy Technologies,Imperium3NY,Huron Campus Gigafactory,Original,Endicott,NY,Batteries,Cells,Canceled,2019,No Evidence,"$70,000,000",115,NY19,No Evidence,$0,None,https://spectrumlocalnews.com/nys/binghamton/news/2017/10/04/new-energy-to-old-ibm-campus,"Huron Campus Gigafactory, Endicott, NY",42.096973,-76.065435
9/21/17,Mercedes-Benz,Mercedes-Benz,Tuscaloosa County Plant,Original,Vance,AL,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2022,No Evidence,"$1,000,000,000",600,AL07,No Evidence,$0,None,https://www.madeinalabama.com/2017/09/mercedes-to-launch-electric-vehicle-production-in-1b-alabama-project/,"Tuscaloosa County Plant, Vance, AL",33.173089,-87.237022
9/19/17,Solero Technologies,Solero Technologies,Water Valley Facility,Original,Water Valley,MS,Parts,Power Electronics,Operational,NA,No Evidence,NA,NA,MS01,No Evidence,$0,None,https://www.solerotechnologies.com/who-we-are/locations/,"Water Valley Facility, Water Valley, MS",34.150463,-89.632217
8/6/17,Faraday Future,Faraday Future,FF ieFactory California,Original,Hanford,CA,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2023,No Evidence,"$14,000,000",350,CA22,No Evidence,$0,None,https://www.theverge.com/2017/8/6/16102758/faraday-future-new-factory-hanford-california,"FF ieFactory California, Hanford, CA",36.327726,-119.645914
6/28/17,Independent Protection Company,Turtle Top,HQ and Manufacturing Facility,Original,New Paris,IN,Medium-Duty (Class 3-6),Vehicle Assembly,Operational,NA,No Evidence,NA,NA,IN02,No Evidence,$0,None,http://www.turtletop.com/,"HQ and Manufacturing Facility, New Paris, IN",41.50047,-85.83058
5/15/17,Gillig,Gillig,Livermore Production Plant and HQ,Original,Livermore,CA,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,2017,Good Evidence,NA,NA,NA,No Evidence,$0,None,https://www.gillig.com/post/gillig-announces-plan-to-move-to-livermore-ca,"Livermore Production Plant and HQ, Livermore, CA",44.07451,-71.3773
4/19/17,Hanwha,Hanwha,Opelika Manufacturing Facility,Original,Opelika,AL,Batteries,Battery Enclosures,Operational,NA,No Evidence,NA,100,AL03,No Evidence,$0,None,https://www.wtvm.com/story/35188072/opelika-announces-expansion-of-hanwha-advanced-materials/,"Opelika Manufacturing Facility, Opelika, AL",32.650881,-85.37797
4/15/17,Black Diamond Structures,Black Diamond Structures,Black Diamond Austin Manufacturing Plant,Original,Austin,TX,Batteries,Electrolytes and Electrolyte Inputs,Operational,NA,No Evidence,NA,NA,TX21,No Evidence,$0,None,https://chargedevs.com/newswire/black-diamond-structures-opens-new-battery-testing-facility/,"Black Diamond Austin Manufacturing Plant, Austin, TX",30.264979,-97.746598
4/4/17,Wanxiang,A123 Systems,Novi HQ and Manufacturing Plant,Original,Novi,MI,Batteries,Cells,Operational,2018,No Evidence,NA,NA,MI06,No Evidence,NA,None,https://www.hometownlife.com/story/news/local/novi/2017/04/04/a123-systems-moving-headquarters-novi/99991684/,"Novi HQ and Manufacturing Plant, Novi, MI",42.466585,-83.474698
1/28/17,AIMS Power,AIMS Power,Reno Facility,Original,Reno,NV,Parts,Power Electronics,Operational,NA,No Evidence,NA,NA,NV02,No Evidence,$0,None,http://www.aimscorp.net/,"Reno Facility, Reno, NV",39.526903,-119.813283
1/1/17,GlobalTech Environmental,GlobalTech Environmental,Fox Lake Facility,Original,Fox Lake,WI,Battery Recycling,Recycling,Operational,2017,No Evidence,NA,NA,WI06,No Evidence,$0,None,https://www.globaltechenvironmental.com/,"Fox Lake Facility, Fox Lake, WI",43.565996,-88.906666
1/1/17,Lightning eMotors,Lightning eMotors,HQ and Manufacturing Facility,Original,Loveland,CO,Parts,Electric Powertrains,Canceled,2022,No Evidence,NA,NA,CO04,No Evidence,$0,None,https://lightningemotors.com/broncos/,"HQ and Manufacturing Facility, Loveland, CO",40.394386,-105.070584
12/31/16,Alencon Systems,Alencon Systems,Hatboro Manufacturing Facility,Original,Hatboro,PA,Parts,Power Electronics,Operational,2017,No Evidence,NA,NA,PA04,No Evidence,$0,None,https://pv-magazine-usa.com/2016/12/31/alencon-systems-begins-shipping-spot-v4-dc-dc-optimizer/,"Hatboro Manufacturing Facility, Hatboro, PA",40.179272,-75.105643
11/29/16,Lucid Motors,Lucid Motors,AMP-1,Original,Casa Grande,AZ,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2018,No Evidence,"$300,000,000",2000,AZ06,No Evidence,$0,None,https://www.azcommerce.com/news-events/news/2016/11/lucid-motors-announces-casa-grande-electric-car-manufacturing-facility/,"AMP-1, Casa Grande, AZ",32.879546,-111.74758
10/7/16,Tesla,Tesla,Tesla Fremont Factory,Original,Fremont,CA,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2018,No Evidence,"$4,100,000,000",10000,CA17,Good Evidence,"$155,000,000",Loan Programs Office (LPO),https://www.cnbc.com/2016/10/11/this-is-what-teslas-expanded-fremont-factory-will-look-like.html,"Tesla Fremont Factory, Fremont, CA",37.545665,-121.985069
10/7/16,Tesla,Tesla,Tesla Fremont Factory,Update,Fremont,CA,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2018,No Evidence,NA,NA,CA17,Good Evidence,"$155,000,000",Loan Programs Office (LPO),https://electrek.co/2016/10/07/tesla-master-plan-double-size-of-fremont-factory-to-support-model-3-plans/,"Tesla Fremont Factory, Fremont, CA",37.545665,-121.985069
6/7/16,Cyber Switching,Cyber Switching,San Jose Facility,Original,San Jose,CA,EV Charging,Charging Units,Operational,2016,No Evidence,NA,15,CA17,No Evidence,$0,None,https://www.prnewswire.com/news-releases/cyber-switching-solutions-shocks-the-electric-vehicle-charging-market-300279574.html,"San Jose Facility, San Jose, CA",37.43267,-121.945046
5/29/16,Tesla,Tesla,Gigafactory Nevada,Original,Sparks,NV,Batteries,Packs,Operational,2016,No Evidence,"$1,550,000,000",2631,NV02,No Evidence,$0,None,https://digitalassets.tesla.com/tesla-contents/image/upload/Tesla-Gigafactory-Nevada-Economic-Impact-Analysis,"Gigafactory Nevada, Sparks, NV",39.540664,-119.439341
5/29/16,Tesla,Tesla,Gigafactory Nevada,Original,Sparks,NV,Parts,EV Drive Units,Operational,2016,No Evidence,"$3,100,000,000",5262,NV02,No Evidence,$0,None,https://digitalassets.tesla.com/tesla-contents/image/upload/Tesla-Gigafactory-Nevada-Economic-Impact-Analysis,"Gigafactory Nevada, Sparks, NV",39.540664,-119.439341
